"1e+05","2e+05","3e+05","4e+05","5e+05","6e+05","7e+05","8e+05","9e+05","1e+06","1100000","1200000","1300000","1400000","1500000","1600000","1700000","1800000","1900000","2e+06"
"1",3.13364,3.1331,3.13778666666667,3.14408,3.1442,3.13768666666667,3.14274857142857,3.141105,3.14190666666667,3.140852,3.13936363636364,3.14224666666667,3.14301846153846,3.13852857142857,3.14012,3.1411375,3.14132235294118,3.14148222222222,3.14030526315789,3.143328
"2",3.14844,3.1416,3.13778666666667,3.13989,3.142032,3.14248666666667,3.14184,3.142015,3.14229777777778,3.142248,3.14004363636364,3.13830333333333,3.14161230769231,3.14402571428571,3.14106133333333,3.140245,3.14041176470588,3.14027111111111,3.14214315789474,3.141556
"3",3.14184,3.14022,3.14189333333333,3.13849,3.141032,3.14312,3.13747428571429,3.14311,3.14029777777778,3.141684,3.14296363636364,3.14245333333333,3.14179384615385,3.14104285714286,3.14229866666667,3.1440275,3.14050823529412,3.14141555555556,3.14181894736842,3.141894
"4",3.14468,3.13992,3.13928,3.1466,3.146968,3.14316,3.14058285714286,3.14215,3.14302222222222,3.141736,3.14223636363636,3.14264666666667,3.14330769230769,3.14283428571429,3.139856,3.1443125,3.14170117647059,3.14181333333333,3.14230947368421,3.141384
"5",3.14836,3.13904,3.14316,3.14664,3.142448,3.14177333333333,3.14266285714286,3.13748,3.14323555555556,3.140056,3.14113090909091,3.14405,3.14048923076923,3.14115428571429,3.14164266666667,3.1420975,3.14011764705882,3.14089111111111,3.14069894736842,3.142268
"6",3.13932,3.13728,3.13978666666667,3.14083,3.142784,3.14246666666667,3.14194857142857,3.14334,3.14012444444444,3.142788,3.14010545454545,3.14437666666667,3.14045230769231,3.14383714285714,3.14069333333333,3.140575,3.14201176470588,3.14028888888889,3.13960210526316,3.142698
"7",3.14684,3.14114,3.13809333333333,3.13984,3.138624,3.14292666666667,3.14128571428571,3.13886,3.14483111111111,3.140128,3.14192,3.14342333333333,3.13977230769231,3.13955142857143,3.14024533333333,3.140825,3.14129411764706,3.14101555555556,3.14148210526316,3.142314
"8",3.14084,3.14954,3.15077333333333,3.14569,3.143632,3.14299333333333,3.14263428571429,3.14203,3.14010222222222,3.14222,3.14173090909091,3.14334666666667,3.14069230769231,3.14116571428571,3.14168533333333,3.1415025,3.14143294117647,3.14316666666667,3.14303578947368,3.141302
"9",3.14256,3.14196,3.14306666666667,3.14376,3.142496,3.14118666666667,3.14238857142857,3.14422,3.14242222222222,3.14314,3.14287272727273,3.14219,3.13996,3.13691142857143,3.141616,3.1415775,3.14025411764706,3.14090666666667,3.14066526315789,3.140604
