"1e+05","2e+05","3e+05","4e+05","5e+05","6e+05","7e+05","8e+05","9e+05","1e+06","1100000","1200000","1300000","1400000","1500000","1600000","1700000","1800000","1900000","2e+06"
"1",3.13728,3.1407,3.14421333333333,3.14135,3.142728,3.14436,3.14120571428571,3.14075,3.14370222222222,3.142944,3.14457090909091,3.13926,3.14281230769231,3.14154285714286,3.142112,3.1403075,3.14367529411765,3.14346666666667,3.13908421052632,3.139224
"2",3.13848,3.14558,3.13938666666667,3.14488,3.137048,3.14140666666667,3.14353714285714,3.141895,3.14147555555556,3.142028,3.14317090909091,3.14033,3.13985230769231,3.14069142857143,3.144176,3.1417275,3.14220235294118,3.13981111111111,3.14148421052632,3.140692
"3",3.14244,3.14914,3.13568,3.14417,3.139728,3.13878,3.14109714285714,3.14352,3.14203555555556,3.141656,3.14051636363636,3.14315,3.13948,3.1426,3.14298933333333,3.1422125,3.14141882352941,3.13982888888889,3.14273052631579,3.140896
"4",3.13864,3.14658,3.13934666666667,3.13848,3.139408,3.13958,3.14252,3.14084,3.14432888888889,3.14114,3.14275636363636,3.14003333333333,3.13992,3.13972,3.144136,3.1420125,3.14158588235294,3.14193111111111,3.14249052631579,3.140174
"5",3.13144,3.14202,3.14602666666667,3.14354,3.139576,3.13575333333333,3.14157142857143,3.14123,3.13864,3.141668,3.14311272727273,3.14193666666667,3.14459384615385,3.14295142857143,3.141784,3.143405,3.14146588235294,3.14115111111111,3.13994315789474,3.141896
"6",3.15248,3.1414,3.13841333333333,3.14004,3.146288,3.14222666666667,3.14564,3.139735,3.14147111111111,3.139624,3.14308363636364,3.13999666666667,3.14226769230769,3.14138571428571,3.13988266666667,3.139815,3.14222117647059,3.14105555555556,3.14093052631579,3.143366
"7",3.13836,3.14496,3.14718666666667,3.14279,3.142184,3.13892666666667,3.14389142857143,3.13847,3.14287111111111,3.140336,3.14464363636364,3.14187333333333,3.14285538461538,3.14109142857143,3.14078133333333,3.1415275,3.14224705882353,3.14302888888889,3.13957894736842,3.141772
"8",3.13884,3.1344,3.13329333333333,3.14381,3.139488,3.14494,3.14161142857143,3.14101,3.14229333333333,3.139032,3.14328727272727,3.14169666666667,3.14028307692308,3.14144857142857,3.13868266666667,3.1428425,3.14192941176471,3.14500888888889,3.14077684210526,3.141454
"9",3.1382,3.14104,3.14106666666667,3.14133,3.13876,3.14508,3.14283428571429,3.142105,3.14331555555556,3.142932,3.14046909090909,3.13947666666667,3.14121846153846,3.14299142857143,3.14161333333333,3.1413275,3.14202823529412,3.14266,3.14164210526316,3.1423
"10",3.1372,3.13466,3.1402,3.14906,3.141744,3.14122,3.14046285714286,3.140405,3.14088444444444,3.141384,3.14054181818182,3.14285666666667,3.14192923076923,3.14008285714286,3.14028266666667,3.1409475,3.14292941176471,3.14336222222222,3.14092210526316,3.141088
"11",3.1486,3.14474,3.1416,3.14331,3.138288,3.14294,3.14221714285714,3.138515,3.13796444444444,3.140636,3.14129454545455,3.14075,3.14149846153846,3.13974857142857,3.13993066666667,3.1427625,3.14232705882353,3.13938444444444,3.14305263157895,3.14086
"12",3.14048,3.14898,3.1464,3.14229,3.14012,3.14485333333333,3.14005142857143,3.13854,3.14074222222222,3.142488,3.14019636363636,3.14035333333333,3.14211076923077,3.14292,3.14204266666667,3.1412225,3.14222823529412,3.14218222222222,3.14141263157895,3.141434
"13",3.1386,3.13942,3.144,3.14015,3.141296,3.13854666666667,3.14010857142857,3.141105,3.14051555555556,3.140552,3.14516363636364,3.14299666666667,3.14036,3.14063428571429,3.14138133333333,3.14053,3.14291529411765,3.14304888888889,3.13995789473684,3.142096
