"1"	"2"	"3"	"4"	"5"	"6"	"7"
"1"	3.32999999999993	2.31999999999971	2.26999999999998	2.26999999999953	2.3100000000004	2.39000000000033	2.38999999999942
"2"	3.37000000000012	2.32000000000016	2.26000000000022	2.26999999999953	2.34000000000015	2.34000000000015	2.34999999999854
"3"	3.29000000000019	2.31999999999971	2.25999999999976	2.30000000000018	2.32000000000062	2.30999999999949	2.39999999999964
"4"	3.26999999999998	2.40000000000009	2.27999999999975	2.27999999999975	2.34000000000015	2.40000000000055	2.3799999999992
"5"	3.29999999999995	2.33999999999969	2.26999999999998	2.27999999999975	2.35000000000036	2.36999999999989	2.3799999999992
"6"	3.29999999999995	2.34000000000015	2.23000000000002	2.30000000000018	2.35999999999967	2.31999999999971	2.39999999999964
"7"	3.24000000000001	2.36000000000013	2.23999999999978	2.30999999999949	2.33999999999924	2.38000000000011	2.39000000000124
"8"	3.30999999999995	2.34000000000015	2.28000000000065	2.26000000000022	2.34999999999945	2.34999999999945	2.3799999999992
"9"	3.27999999999997	2.28999999999996	2.24000000000069	2.23000000000047	2.34000000000015	2.35999999999967	2.40999999999985
"10"	3.27999999999997	2.2800000000002	2.28999999999996	2.30000000000018	2.30000000000018	2.30000000000018	2.38999999999942
"11"	3.31999999999994	2.32999999999993	2.3100000000004	2.27999999999975	2.32000000000062	2.34999999999945	2.36999999999898
"12"	3.27999999999997	2.30999999999995	2.26999999999953	2.26000000000022	2.34000000000015	2.31999999999971	2.35000000000036
"13"	3.28999999999996	2.32999999999993	2.25	2.29999999999927	2.33999999999924	2.34000000000015	2.42000000000007
"14"	3.30999999999995	2.34999999999991	2.22999999999956	2.28999999999996	2.3100000000004	2.39000000000033	2.38999999999942
"15"	3.25	2.34000000000015	2.27000000000044	2.26000000000022	2.31999999999971	2.38000000000011	2.3799999999992
"16"	3.27999999999997	2.34000000000015	2.23000000000047	2.22999999999956	2.34000000000015	2.3700000000008	2.39000000000124
"17"	3.29999999999995	2.34000000000015	2.23999999999978	2.30999999999949	2.3100000000004	2.35999999999967	2.38999999999942
"18"	3.27999999999997	2.34000000000015	2.29999999999927	2.25999999999931	2.30000000000018	2.36999999999989	2.36000000000058
"19"	3.28999999999996	2.30000000000018	2.24000000000069	2.25	2.31999999999971	2.35999999999967	2.38999999999942
"20"	3.31000000000017	2.28999999999996	2.23000000000047	2.3100000000004	2.3100000000004	2.32999999999993	2.39000000000124
"21"	3.24000000000001	2.34000000000015	2.26000000000022	2.27999999999975	2.32999999999993	2.35000000000036	2.38999999999942
"22"	3.28999999999996	2.32000000000016	2.23999999999978	2.28999999999996	2.34000000000015	2.35999999999967	2.39999999999964
"23"	3.33999999999992	2.34000000000015	2.22999999999956	2.26000000000022	2.31999999999971	2.36999999999989	2.39999999999964
"24"	3.27999999999997	2.36999999999989	2.22999999999956	2.34000000000015	2.34000000000015	2.39000000000033	2.39999999999964
"25"	3.23000000000002	2.32000000000016	2.27000000000044	2.25	2.3100000000004	2.36000000000058	2.3799999999992
"26"	3.33999999999992	2.34999999999991	2.26000000000022	2.22000000000025	2.31999999999971	2.31999999999971	2.35000000000036
"27"	3.27999999999997	2.34000000000015	2.27999999999975	2.3100000000004	2.3100000000004	2.3100000000004	2.36999999999898
"28"	3.28999999999996	2.32000000000016	2.28999999999996	2.26000000000022	2.3100000000004	2.36000000000058	2.35000000000036
"29"	3.33999999999992	2.30000000000018	2.26999999999953	2.3100000000004	2.36000000000058	2.35999999999967	2.40000000000146
"30"	3.27999999999997	2.30999999999995	2.28999999999996	2.30999999999949	2.32000000000062	2.36999999999989	2.3700000000008
"31"	3.30999999999995	2.34000000000015	2.23000000000047	2.26000000000022	2.29999999999927	2.36999999999989	2.3700000000008
"32"	3.32000000000016	2.30999999999995	2.26999999999953	2.29000000000087	2.34000000000015	2.35999999999967	2.3799999999992
"33"	3.27999999999997	2.30999999999995	2.24000000000069	2.26000000000022	2.31999999999971	2.36999999999989	2.35999999999876
"34"	3.25999999999999	2.38999999999987	2.21999999999935	2.30000000000018	2.28999999999996	2.36999999999989	2.39999999999964
"35"	3.32000000000016	2.34999999999991	2.27000000000044	2.25999999999931	2.30000000000018	2.36999999999989	2.3700000000008
"36"	3.27999999999997	2.31999999999971	2.26000000000022	2.25	2.34000000000015	2.30999999999949	2.38999999999942
"37"	3.28999999999996	2.34999999999991	2.28000000000065	2.32000000000062	2.30000000000018	2.34000000000015	2.42000000000007
"38"	3.29000000000019	2.30999999999995	2.23000000000047	2.3100000000004	2.33999999999924	2.36999999999989	2.42000000000007
"39"	3.25999999999999	2.32000000000016	2.23999999999978	2.28999999999996	2.36000000000058	2.35999999999967	2.3799999999992
"40"	3.27999999999997	2.30000000000018	2.20000000000073	2.27999999999975	2.31999999999971	2.38000000000011	2.39999999999964
"41"	3.30999999999995	2.32999999999993	2.22000000000025	2.28999999999996	2.31999999999971	2.36999999999989	2.42000000000007
"42"	3.29999999999995	2.31999999999971	2.27000000000044	2.25	2.30000000000018	2.38000000000011	2.35000000000036
"43"	3.23000000000002	2.30999999999995	2.22999999999956	2.23999999999978	2.34000000000015	2.32000000000062	2.35000000000036
"44"	3.27999999999997	2.34000000000015	2.25	2.28999999999996	2.28999999999996	2.34000000000015	2.42000000000007
"45"	3.33999999999992	2.32999999999993	2.30999999999949	2.30999999999949	2.28999999999996	2.35000000000036	2.3799999999992
"46"	3.18000000000006	2.28999999999996	2.26000000000022	2.28999999999996	2.34000000000015	2.32999999999993	2.36999999999898
"47"	3.19000000000005	2.32999999999993	2.26999999999953	2.28000000000065	2.28999999999996	2.36999999999989	2.38999999999942
"48"	3.14999999999986	2.33999999999969	2.21000000000004	2.26000000000022	2.31999999999971	2.36999999999989	2.3799999999992
"49"	3.17000000000007	2.30000000000018	2.26000000000022	2.27999999999975	2.34000000000015	2.33000000000084	2.34000000000015
"50"	3.20000000000005	2.25999999999976	2.25	2.26000000000022	2.40000000000055	2.35999999999967	2.34000000000015
"51"	3.14999999999986	2.33000000000038	2.21000000000004	2.28999999999996	2.30000000000018	2.32000000000062	2.39999999999964
"52"	3.15000000000009	2.2800000000002	2.28000000000065	2.23999999999978	2.27999999999975	2.3799999999992	2.35000000000036
"53"	3.19000000000005	2.28999999999996	2.25999999999931	2.26000000000022	2.34000000000015	2.31999999999971	2.38999999999942
"54"	3.15000000000009	2.32999999999993	2.26000000000022	2.28999999999996	2.3100000000004	2.34000000000015	2.38000000000102
"55"	3.16000000000031	2.33000000000038	2.28999999999996	2.28999999999996	2.32999999999993	2.35999999999876	2.40999999999985
"56"	3.21000000000004	2.30999999999995	2.26999999999953	2.28999999999996	2.34000000000015	2.35000000000036	2.3799999999992
"57"	3.17000000000007	2.31999999999971	2.23000000000047	2.30000000000018	2.33999999999924	2.31999999999971	2.31999999999971
"58"	3.15999999999985	2.30999999999995	2.21000000000004	2.27999999999975	2.34000000000015	2.38000000000102	2.39000000000124
"59"	3.2199999999998	2.29999999999973	2.23000000000047	2.25999999999931	2.27999999999975	2.35000000000036	2.35000000000036
"60"	3.19000000000005	2.27999999999975	2.23999999999978	2.25	2.35999999999967	2.34000000000015	2.35000000000036
"61"	3.15999999999985	2.34000000000015	2.26000000000022	2.30999999999949	2.28999999999996	2.34000000000015	2.38999999999942
"62"	3.19999999999982	2.31999999999971	2.28999999999996	2.28999999999996	2.27999999999975	2.38999999999942	2.38999999999942
"63"	3.15000000000009	2.32999999999993	2.25	2.28000000000065	2.36000000000058	2.36000000000058	2.38999999999942
"64"	3.13999999999987	2.34999999999991	2.26000000000022	2.30999999999949	2.3100000000004	2.3799999999992	2.39999999999964
"65"	3.21000000000004	2.36000000000013	2.23999999999978	2.27000000000044	2.3100000000004	2.36000000000058	2.3700000000008
"66"	3.16000000000031	2.34000000000015	2.26000000000022	2.27999999999975	2.3100000000004	2.36000000000058	2.36999999999898
"67"	3.17000000000007	2.36999999999989	2.27000000000044	2.25	2.36999999999989	2.34999999999854	2.34000000000015
"68"	3.19999999999982	2.32000000000016	2.19999999999982	2.28000000000065	2.30000000000018	2.31000000000131	2.3799999999992
"69"	3.14999999999964	2.28999999999996	2.27999999999975	2.26999999999953	2.33999999999924	2.35000000000036	2.39999999999964
"70"	3.17000000000007	2.29999999999973	2.29999999999927	2.27999999999975	2.31999999999971	2.34000000000015	2.35000000000036
"71"	3.21000000000004	2.34000000000015	2.26000000000022	2.28999999999996	2.3100000000004	2.34000000000015	2.42000000000007
"72"	3.17000000000007	2.30999999999995	2.25	2.30000000000018	2.32999999999993	2.36999999999898	2.38000000000102
"73"	3.16999999999962	2.32000000000016	2.26999999999953	2.29000000000087	2.34000000000015	2.34000000000015	2.34999999999854
"74"	3.19999999999982	2.36999999999989	2.19999999999982	2.30999999999949	2.32999999999993	2.3700000000008	2.35999999999876
"75"	3.15000000000009	2.36000000000013	2.21000000000004	2.3100000000004	2.34000000000015	2.3700000000008	2.3700000000008
"76"	3.16000000000031	2.34999999999991	2.28999999999996	2.23999999999978	2.26000000000022	2.42000000000007	2.34000000000015
"77"	3.19999999999982	2.34000000000015	2.23000000000047	2.23000000000047	2.33999999999924	2.32999999999993	2.36999999999898
"78"	3.17999999999984	2.32999999999993	2.27999999999975	2.30000000000018	2.30000000000018	2.32999999999993	2.39999999999964
"79"	3.15999999999985	2.34000000000015	2.23999999999978	2.27999999999975	2.3100000000004	2.35000000000036	2.40999999999985
"80"	3.19999999999982	2.34000000000015	2.25	2.28999999999996	2.32999999999993	2.3700000000008	2.39999999999964
"81"	3.17000000000007	2.34999999999991	2.26000000000022	2.28999999999996	2.32999999999993	2.36000000000058	2.34000000000015
"82"	3.17000000000007	2.30999999999995	2.22999999999956	2.27999999999975	2.3100000000004	2.3700000000008	2.38999999999942
"83"	3.18000000000029	2.28999999999996	2.30999999999949	2.26000000000022	2.34999999999945	2.35000000000036	2.35000000000036
"84"	3.14999999999964	2.36999999999989	2.21000000000004	2.23000000000047	2.32000000000062	2.36000000000058	2.36999999999898
"85"	3.17000000000007	2.33999999999969	2.25	2.28999999999996	2.30000000000018	2.28999999999905	2.3700000000008
"86"	3.21000000000004	2.34000000000015	2.30999999999949	2.27999999999975	2.34000000000015	2.3799999999992	2.39000000000124
"87"	3.14999999999964	2.37000000000035	2.28000000000065	2.30999999999949	2.31999999999971	2.31999999999971	2.3700000000008
"88"	3.17000000000007	2.39000000000033	2.27999999999975	2.30000000000018	2.34000000000015	2.33000000000175	2.40999999999985
"89"	3.15999999999985	2.31999999999971	2.30000000000018	2.30999999999949	2.32000000000062	2.3700000000008	2.38999999999942
"90"	3.15000000000009	2.30999999999995	2.28999999999996	2.28999999999996	2.32000000000062	2.34000000000015	2.35000000000036
"91"	3.15999999999985	2.33999999999969	2.23999999999978	2.28999999999996	2.32999999999993	2.34000000000015	2.34000000000015
"92"	3.23000000000002	2.30999999999995	2.22999999999956	2.27999999999975	2.35999999999967	2.35000000000036	2.3700000000008
"93"	3.15000000000009	2.34000000000015	2.28000000000065	2.26000000000022	2.28999999999996	2.3700000000008	2.3700000000008
"94"	3.15000000000009	2.33999999999969	2.21000000000004	2.25	2.34000000000015	2.30999999999949	2.38000000000102
"95"	3.19999999999982	2.36000000000013	2.25999999999931	2.30000000000018	2.31999999999971	2.31000000000131	2.39999999999964
"96"	3.17999999999984	2.33999999999969	2.27999999999975	2.27999999999975	2.3100000000004	2.34000000000015	2.36999999999898
"97"	3.14999999999964	2.3100000000004	2.28999999999996	2.29999999999927	2.31999999999971	2.35000000000036	2.31999999999971
"98"	3.23000000000002	2.34000000000015	2.25999999999931	2.30000000000018	2.34000000000015	2.34000000000015	2.35000000000036
"99"	3.15000000000009	2.33999999999969	2.21000000000004	2.27999999999975	2.32999999999993	2.3700000000008	2.38999999999942
