"","X0.103448275862069"
"315",1
"316",0.37037037037037
"317",0.961538461538462
"318",1
"319",1
"320",1
"321",0.857142857142857
"322",0.314285714285714
"323",0.96969696969697
"324",1
"325",0.869565217391304
"326",1
"327",1
"328",1
"329",1
"330",1
"331",0.833333333333333
"332",1
"333",0.882352941176471
"334",1
"335",1
"336",0.444444444444444
"337",1
"338",1
"339",1
"340",1
"341",0.125
"342",1
"343",1
"344",1
"345",1
"346",1
"347",1
"348",0.958333333333333
"349",0.833333333333333
"350",0.954545454545455
"351",1
"352",1
"353",0.85
"354",1
"355",0.21875
"356",0.942857142857143
"357",1
"358",0.973684210526316
"359",1
"360",0.9
"361",0.909090909090909
"362",1
"363",0.870967741935484
"364",0.96551724137931
"365",0.962962962962963
"366",0.275862068965517
"367",1
"368",0.956521739130435
"369",0.95
"370",0.958333333333333
"371",1
"372",1
"373",0.173913043478261
"374",0.85
"375",1
"376",0.818181818181818
"377",0.964285714285714
"378",1
"379",0.911764705882353
"380",0.878787878787879
"381",1
"382",0.117647058823529
"383",0.96875
"384",1
"385",0.962962962962963
"386",0.96
"387",0.952380952380952
"388",0.884615384615385
"389",0.952380952380952
"390",1
"391",0.166666666666667
"392",1
"393",1
"394",0.88
"395",1
"396",1
"397",1
"398",1
"399",1
"400",0.869565217391304
"401",0.933333333333333
"402",1
"403",0.448275862068966
"404",1
"405",0.941176470588235
"406",1
"407",1
"408",1
"409",1
"410",0.918918918918919
"411",1
"412",0.19047619047619
"413",1
"414",0.956521739130435
"415",0.966666666666667
"416",0.875
"417",0.970588235294118
"418",1
"419",0.891891891891892
"420",0.944444444444444
"421",1
"422",1
"423",0.96551724137931
"424",0.958333333333333
"425",0.0434782608695652
"426",0.88
"427",1
"428",0.866666666666667
"429",1
"430",1
"431",1
"432",1
"433",1
"434",0.125
"435",0.818181818181818
"436",1
"437",1
"438",1
"439",1
"440",1
"441",0.192307692307692
"442",1
"443",1
"444",1
"445",1
"446",0.923076923076923
"447",0.863636363636364
"448",1
"449",1
"450",1
"451",1
"452",1
"453",0.952380952380952
"454",0.956521739130435
"455",0.933333333333333
"456",0.15
"457",1
"458",1
"459",1
"460",1
"461",0.962962962962963
"462",1
"463",1
"464",0.916666666666667
"465",0.151515151515152
"466",1
"467",1
"468",1
"469",1
"470",1
"471",1
"472",0.96551724137931
"473",0.826086956521739
"474",1
"475",1
"476",0.333333333333333
"477",0.875
"478",1
"479",0.967741935483871
"480",1
"481",0.903225806451613
"482",0.0555555555555556
"483",1
"484",1
"485",1
"486",1
"487",1
"488",0.848484848484849
"489",0.91304347826087
"490",1
"491",0.966666666666667
"492",0.230769230769231
"493",0.962962962962963
"494",1
"495",1
"496",1
"497",1
"498",1
"499",0.909090909090909
"500",1
