"","X0.63300000000163"
"1",0.63300000000163
"2",0.512000000002445
"3",0.620999999999185
"4",0.535000000003492
"5",0.511999999995169
"6",0.629000000000815
"7",0.555000000000291
"8",0.599000000001979
"9",0.605999999999767
"10",0.60899999999674
"11",0.490000000005239
"12",0.599000000001979
"13",0.523000000001048
"14",0.571000000003551
"15",0.56699999999546
"16",0.522000000004482
"17",0.559999999997672
"18",0.553999999996449
"19",0.505000000004657
"20",0.604999999995925
"21",0.569000000003143
"22",0.565999999998894
"23",0.531000000002678
"24",0.610999999997148
"25",0.525000000001455
"26",0.614000000001397
"27",0.557999999997264
"28",0.571000000003551
"29",0.519000000000233
"30",0.618999999998778
"31",0.548000000002503
"32",0.597999999998137
"33",0.605999999999767
"34",0.567000000002736
"35",0.568999999995867
"36",0.556000000004133
"37",0.500999999996566
"38",0.601000000002387
"39",0.622999999999593
"40",0.548000000002503
"41",0.563000000001921
"42",0.52100000000064
"43",0.623999999996158
"44",0.543999999994412
"45",0.610000000000582
"46",0.519000000000233
"47",0.616000000001804
"48",0.559999999997672
"49",0.557000000000698
"50",0.608000000000175
"51",0.917000000001281
"52",0.938999999998487
"53",0.936000000001513
"54",0.906999999999243
"55",0.906999999999243
"56",0.911000000000058
"57",0.944999999999709
"58",0.921999999998661
"59",0.893000000003667
"60",0.92099999999482
"61",0.932000000000698
"62",0.909999999996217
"63",0.923000000002503
"64",0.972000000001572
"65",0.913999999997031
"66",0.92000000000553
"67",0.934000000001106
"68",0.969999999993888
"69",0.902999999998428
"70",0.927999999999884
"71",0.879000000000815
"72",0.936000000001513
"73",0.943999999995867
"74",0.938000000001921
"75",0.875999999996566
"76",0.923000000002503
"77",0.904999999998836
"78",0.894000000000233
"79",0.932000000000698
"80",0.92099999999482
"81",0.944000000003143
"82",0.875999999996566
"83",0.940000000002328
"84",0.936999999998079
"85",0.919000000001688
"86",0.922999999995227
"87",0.85399999999936
"88",0.938000000001921
"89",0.908999999999651
"90",0.921999999998661
"91",0.891999999999825
"92",0.857000000003609
"93",0.889000000002852
"94",0.904999999998836
"95",0.932000000000698
"96",0.911000000000058
"97",0.905999999995402
"98",0.92500000000291
"99",0.896999999997206
"100",0.903999999994994
"101",1.4800000000032
"102",1.27799999999843
"103",1.36699999999837
"104",1.25300000000425
"105",1.37199999999575
"106",1.29100000000471
"107",1.27499999999418
"108",1.50100000000384
"109",1.28600000000006
"110",1.28399999999965
"111",1.34100000000035
"112",1.3660000000018
"113",1.38799999999901
"114",1.30900000000111
"115",1.3289999999979
"116",1.25600000000122
"117",1.34900000000198
"118",1.30399999999645
"119",1.35200000000623
"120",1.34200000000419
"121",1.33299999999872
"122",1.3070000000007
"123",1.28500000000349
"124",1.27699999999459
"125",1.26400000000285
"126",1.35300000000279
"127",1.40499999999884
"128",1.27100000000064
"129",1.34399999999732
"130",1.37200000000303
"131",1.33999999999651
"132",1.35399999999936
"133",1.37599999999657
"134",1.41300000000047
"135",1.38999999999942
"136",1.22200000000157
"137",1.40999999999622
"138",1.17900000000373
"139",1.21399999999994
"140",1.40099999999802
"141",1.16799999999785
"142",1.39600000000064
"143",1.23300000000017
"144",1.25100000000384
"145",1.36800000000221
"146",1.25799999999435
"147",1.43300000000454
"148",1.49300000000221
"149",1.50499999999738
"150",1.64900000000489
"151",2.21699999999691
"152",2.34799999999814
"153",2.52999999999884
"154",1.95799999999872
"155",2.08599999999569
"156",2.62400000000343
"157",2.59999999999854
"158",1.99899999999616
"159",1.9910000000018
"160",1.98099999999977
"161",1.84300000000076
"162",1.91300000000047
"163",1.86099999999715
"164",1.93400000000111
"165",2.18600000000151
"166",1.96100000000297
"167",1.84599999999773
"168",1.91700000000128
"169",1.9320000000007
"170",1.89600000000064
"171",1.8469999999943
"172",1.93100000000413
"173",1.8949999999968
"174",1.8839999999982
"175",1.82600000000093
"176",2.07800000000134
"177",2
"178",1.9320000000007
"179",1.98500000000058
"180",1.81700000000274
"181",2.02899999999499
"182",1.96800000000076
"183",1.90699999999924
"184",2.00100000000384
"185",1.82600000000093
"186",1.90999999999622
"187",2.03600000000006
"188",1.82800000000134
"189",1.95700000000215
"190",1.89700000000448
"191",1.96199999999953
"192",1.83099999999831
"193",1.81700000000274
"194",1.85100000000239
"195",1.92699999999604
"196",1.91100000000006
"197",2.02999999999884
"198",1.95200000000477
"199",1.94799999999668
"200",1.9739999999947
"201",2.5879999999961
"202",2.99000000000524
"203",2.72499999999854
"204",2.58899999999994
"205",2.95500000000175
"206",2.85699999999633
"207",2.70900000000256
"208",2.60899999999674
"209",2.55099999999948
"210",2.64800000000105
"211",2.89600000000064
"212",2.5480000000025
"213",2.86199999999371
"214",2.66000000000349
"215",2.66900000000169
"216",2.65999999999622
"217",2.86800000000221
"218",2.8640000000014
"219",2.63200000000506
"220",2.82799999999406
"221",2.62600000000384
"222",2.583000000006
"223",2.84299999999348
"224",2.51100000000588
"225",2.66799999999785
"226",2.58699999999953
"227",2.76799999999639
"228",2.55500000000029
"229",2.83899999999994
"230",2.62299999999959
"231",2.92400000000634
"232",2.79699999999866
"233",2.57800000000134
"234",2.52899999999499
"235",2.71600000000035
"236",2.66500000000087
"237",2.54099999999744
"238",2.94500000000698
"239",2.72400000000198
"240",2.82099999999627
"241",2.78800000000047
"242",2.70300000000134
"243",2.68500000000495
"244",2.63100000000122
"245",2.93599999999424
"246",2.64700000000448
"247",2.87199999999575
"248",2.67400000000634
"249",2.76799999999639
"250",2.71300000000338
