"","X0.616000000001804"
"1",0.616000000001804
"2",0.559999999997672
"3",0.60399999999936
"4",0.497999999999593
"5",0.553999999996449
"6",0.580000000001746
"7",0.546999999998661
"8",0.613000000004831
"9",0.557000000000698
"10",0.597999999998137
"11",0.559000000001106
"12",0.599000000001979
"13",0.553999999996449
"14",0.601000000002387
"15",0.565999999998894
"16",0.552999999999884
"17",0.605000000003201
"18",0.542000000001281
"19",0.605999999999767
"20",0.552999999999884
"21",0.61699999999837
"22",0.609000000004016
"23",0.563000000001921
"24",0.547999999995227
"25",0.596000000005006
"26",0.563999999998487
"27",0.539000000004307
"28",0.613999999994121
"29",0.552999999999884
"30",0.496000000006461
"31",0.621999999995751
"32",0.552000000003318
"33",0.584999999999127
"34",0.480999999999767
"35",0.54500000000553
"36",0.597999999998137
"37",0.592000000004191
"38",0.618999999998778
"39",0.562000000005355
"40",0.586999999999534
"41",0.622999999999593
"42",0.523000000001048
"43",0.508999999998196
"44",0.402000000001863
"45",0.574000000000524
"46",0.599999999998545
"47",0.452000000004773
"48",0.45499999999447
"49",0.488000000004831
"50",0.603000000002794
"51",0.650000000001455
"52",0.69999999999709
"53",0.65400000000227
"54",0.663000000000466
"55",0.687999999994645
"56",0.65400000000227
"57",0.677999999999884
"58",0.67000000000553
"59",0.682000000000698
"60",0.672999999995227
"61",0.673999999999069
"62",0.677999999999884
"63",0.686000000001513
"64",0.680000000000291
"65",0.679000000003725
"66",0.661000000000058
"67",0.692000000002736
"68",0.684000000001106
"69",0.661999999996624
"70",0.689000000005763
"71",0.674999999995634
"72",0.679000000003725
"73",0.684999999997672
"74",0.677999999999884
"75",0.679000000003725
"76",0.686000000001513
"77",0.684000000001106
"78",0.687999999994645
"79",0.681000000004133
"80",0.671000000002095
"81",0.680000000000291
"82",0.714999999996508
"83",0.697000000000116
"84",0.682000000000698
"85",0.697999999996682
"86",0.677999999999884
"87",0.67000000000553
"88",0.673999999999069
"89",0.687999999994645
"90",0.666000000004715
"91",0.680000000000291
"92",0.67099999999482
"93",0.694000000003143
"94",0.726000000002387
"95",0.629999999997381
"96",0.67000000000553
"97",0.672999999995227
"98",0.699000000000524
"99",0.67000000000553
"100",0.676999999996042
"101",0.711000000002969
"102",0.72099999999773
"103",0.701999999997497
"104",0.715000000003783
"105",0.709999999999127
"106",0.709000000002561
"107",0.711999999999534
"108",0.709999999999127
"109",0.722000000001572
"110",0.708999999995285
"111",0.711000000002969
"112",0.636999999995169
"113",0.761000000005879
"114",0.703999999997905
"115",0.730000000003201
"116",0.690000000002328
"117",0.746999999995751
"118",0.730999999999767
"119",0.73700000000099
"120",0.715000000003783
"121",0.707999999998719
"122",0.709999999999127
"123",0.730999999999767
"124",0.707999999998719
"125",0.715000000003783
"126",0.708999999995285
"127",0.717000000004191
"128",0.724999999998545
"129",0.707000000002154
"130",0.702999999994063
"131",0.721000000005006
"132",0.721999999994296
"133",0.694000000003143
"134",0.724999999998545
"135",0.711000000002969
"136",0.726999999998952
"137",0.690000000002328
"138",0.760000000002037
"139",0.668000000005122
"140",0.714999999996508
"141",0.656000000002678
"142",0.57999999999447
"143",0.650999999998021
"144",0.64100000000326
"145",0.710999999995693
"146",0.617000000005646
"147",0.620000000002619
"148",0.632999999994354
"149",0.677000000003318
"150",0.635999999998603
"151",0.63799999999901
"152",0.709999999999127
"153",0.67000000000553
"154",0.653999999994994
"155",0.584000000002561
"156",0.665000000000873
"157",0.690000000002328
"158",0.705000000001746
"159",0.701000000000931
"160",0.672999999995227
"161",0.749000000003434
"162",0.756000000001222
"163",0.657999999995809
"164",0.67000000000553
"165",0.684999999997672
"166",0.644000000000233
"167",0.687000000005355
"168",0.678999999996449
"169",0.718999999997322
"170",0.673000000002503
"171",0.752000000000407
"172",0.688000000001921
"173",0.689999999995052
"174",0.716000000000349
"175",0.669000000001688
"176",0.736999999993714
"177",0.743000000002212
"178",0.729999999995925
"179",0.730999999999767
"180",0.782999999995809
"181",0.718000000000757
"182",0.726000000002387
"183",0.650000000001455
"184",0.665999999997439
"185",0.684000000001106
"186",0.690999999998894
"187",0.684000000001106
"188",0.638999999995576
"189",0.67500000000291
"190",0.713000000003376
"191",0.642999999996391
"192",0.663999999997031
"193",0.697000000000116
"194",0.639999999999418
"195",0.707999999998719
"196",0.661000000000058
"197",0.747000000003027
"198",0.625999999996566
"199",0.786000000000058
"200",0.701000000000931
"201",0.745000000002619
"202",0.797999999995227
"203",0.81600000000617
"204",0.780999999995402
"205",0.798999999999069
"206",0.661000000000058
"207",0.698000000003958
"208",0.784999999996217
"209",0.865000000005239
"210",0.706999999994878
"211",0.809000000001106
"212",0.769000000000233
"213",0.781000000002678
"214",0.740999999994528
"215",0.725000000005821
"216",0.776999999994587
"217",0.76600000000326
"218",0.760000000002037
"219",0.685999999994237
"220",0.652000000001863
"221",0.713999999999942
"222",0.75800000000163
"223",0.798000000002503
"224",0.759999999994761
"225",0.730999999999767
"226",0.766999999999825
"227",0.716000000000349
"228",0.720000000001164
"229",0.667999999997846
"230",0.706000000005588
"231",0.73700000000099
"232",0.752000000000407
"233",0.864000000001397
"234",0.885000000002037
"235",0.673999999999069
"236",0.643000000003667
"237",0.755999999993946
"238",0.76600000000326
"239",0.769000000000233
"240",0.786000000000058
"241",0.783000000003085
"242",0.628999999993539
"243",0.797000000005937
"244",0.756999999997788
"245",0.780999999995402
"246",0.843000000000757
"247",0.73700000000099
"248",0.766999999999825
"249",0.735000000000582
"250",0.775999999998021
"251",0.770000000004075
"252",0.812000000005355
"253",0.682000000000698
"254",0.801999999996042
"255",0.796999999998661
"256",0.86200000000099
"257",0.847999999998137
"258",0.839999999996508
"259",0.794000000001688
"260",0.785000000003492
"261",0.773999999997613
"262",0.819999999999709
"263",0.826000000000931
"264",0.80800000000454
"265",0.775000000001455
"266",0.846999999994296
"267",0.794000000001688
"268",0.80000000000291
"269",0.834999999999127
"270",0.807999999997264
"271",0.798999999999069
"272",0.754000000000815
"273",0.811000000001513
"274",0.803999999996449
"275",0.815000000002328
"276",0.802999999999884
"277",0.826000000000931
"278",0.821000000003551
"279",0.820999999996275
"280",0.817000000002736
"281",0.842000000004191
"282",0.824000000000524
"283",0.82199999999284
"284",0.813000000001921
"285",0.80800000000454
"286",0.813999999998487
"287",0.830000000001746
"288",0.82499999999709
"289",0.895000000004075
"290",0.875999999996566
"291",0.752000000000407
"292",0.811999999998079
"293",0.75800000000163
"294",0.877999999996973
"295",0.688000000001921
"296",0.739999999997963
"297",0.724000000001979
"298",0.671000000002095
"299",0.724999999998545
"300",0.690999999998894
"301",0.731999999996333
"302",0.743000000002212
"303",0.757999999994354
"304",0.762000000002445
"305",0.828999999997905
"306",0.655000000006112
"307",0.688999999998487
"308",0.693999999995867
"309",0.769000000000233
"310",0.694999999999709
"311",0.711999999999534
"312",0.717000000004191
"313",0.713999999999942
"314",0.701000000000931
"315",0.776999999994587
"316",0.695000000006985
"317",0.760999999998603
"318",0.776999999994587
"319",0.696000000003551
"320",0.735000000000582
"321",0.671999999998661
"322",0.747999999999593
"323",0.745000000002619
"324",0.737999999997555
"325",0.747000000003027
"326",0.654999999998836
"327",0.739999999997963
"328",0.739000000001397
"329",0.661999999996624
"330",0.697000000000116
"331",0.744000000006054
"332",0.725999999995111
"333",0.692999999999302
"334",0.693999999995867
"335",0.745999999999185
"336",0.799000000006345
"337",0.649999999994179
"338",0.684000000001106
"339",0.692000000002736
"340",0.680000000000291
"341",0.697000000000116
"342",0.714999999996508
"343",0.732000000003609
"344",0.707999999998719
"345",0.709000000002561
"346",0.694000000003143
"347",0.737999999997555
"348",0.677000000003318
"349",0.775000000001455
"350",0.752000000000407
"351",0.773000000001048
"352",0.84599999999773
"353",0.745000000002619
"354",0.765999999995984
"355",0.722000000001572
"356",0.69999999999709
"357",0.766999999999825
"358",0.73700000000099
"359",0.75
"360",0.75800000000163
"361",0.72899999999936
"362",0.790999999997439
"363",0.858000000000175
"364",0.766999999999825
"365",0.717000000004191
"366",0.798999999999069
"367",0.801000000006752
"368",0.771999999997206
"369",0.743000000002212
"370",0.789999999993597
"371",0.763000000006286
